train_acc,valid_acc,test_acc,test_mid_0_acc,test_mid_1_acc,test_mid_2_acc,test_mid_3_acc,test_mid_4_acc,test_mid_5_acc,test_mid_6_acc,test_mid_7_acc,test_mid_8_acc,test_mid_9_acc
0.97248,0.95358,0.804945,0.7189,0.6307,0.67075,0.7162,0.70875,0.72875,0.76865,0.7414,0.7481,0.7937
0.9713333333333334,0.95236,0.81118,0.73665,0.6495,0.68895,0.7285,0.74375,0.7378,0.7902,0.7551,0.76985,0.7855
0.9667,0.948765,0.78171,0.6745,0.6009,0.63505,0.67435,0.6877,0.70165,0.7527,0.72065,0.712,0.74935
0.96849,0.950235,0.79034,0.69595,0.6371,0.66385,0.6922,0.6895,0.7134,0.75155,0.7334,0.7332,0.7812
0.97076,0.952325,0.79708,0.72235,0.62085,0.67755,0.72595,0.71105,0.7265,0.76225,0.7211,0.7414,0.7668
0.9711883333333333,0.952035,0.80181,0.7098,0.64295,0.66015,0.7025,0.7048,0.7155,0.7625,0.73665,0.7234,0.76875
0.97134,0.952685,0.78494,0.6931,0.61625,0.65375,0.6831,0.6854,0.69155,0.74825,0.7126,0.7199,0.7521
0.9716716666666667,0.952405,0.798965,0.7081,0.6481,0.66695,0.6947,0.72205,0.74495,0.76855,0.7156,0.73855,0.7797
0.965825,0.94812,0.820935,0.75755,0.67765,0.6963,0.74975,0.76705,0.76165,0.7842,0.7556,0.7677,0.817
0.9719533333333333,0.952965,0.801495,0.70905,0.63405,0.67405,0.7023,0.7249,0.75135,0.7714,0.75535,0.74025,0.7931
0.9718516666666667,0.95253,0.781365,0.69725,0.60705,0.64995,0.6891,0.70415,0.71265,0.7387,0.73355,0.7142,0.7618
0.9711716666666667,0.952195,0.795595,0.6947,0.6303,0.6603,0.6871,0.71385,0.72295,0.76225,0.7398,0.72205,0.7834
0.97055,0.95153,0.78284,0.67155,0.6019,0.654,0.68995,0.7042,0.708,0.75005,0.73055,0.71555,0.7653
0.9730533333333333,0.953435,0.786095,0.68205,0.608,0.6661,0.6942,0.71555,0.7228,0.74875,0.7396,0.7064,0.7672
0.96973,0.95077,0.78142,0.6926,0.6151,0.65545,0.67055,0.69,0.7101,0.73835,0.724,0.7184,0.76015
0.9726383333333334,0.95316,0.794005,0.7031,0.6319,0.673,0.6957,0.7266,0.7223,0.75345,0.7269,0.71675,0.7762
0.97247,0.953255,0.77744,0.67345,0.6247,0.6698,0.65935,0.72445,0.7181,0.74205,0.73615,0.71045,0.7653
0.9714616666666667,0.952135,0.779615,0.67725,0.62275,0.66075,0.6731,0.70675,0.69555,0.7433,0.7342,0.71295,0.7636
0.9684433333333333,0.949565,0.76013,0.62375,0.5908,0.64005,0.65655,0.68365,0.6758,0.7205,0.70165,0.67665,0.7393
0.9726133333333333,0.95236,0.75941,0.63715,0.6031,0.62485,0.64025,0.6884,0.6782,0.68885,0.7182,0.6826,0.74035
0.9710966666666667,0.951645,0.77031,0.65755,0.585,0.6437,0.6704,0.6849,0.68115,0.729,0.7161,0.70795,0.7421
0.97376,0.953905,0.786805,0.67415,0.6187,0.66535,0.67615,0.72115,0.72205,0.7316,0.7226,0.7033,0.78135
0.9728116666666666,0.952975,0.78737,0.65575,0.60655,0.6687,0.6867,0.6995,0.71815,0.74465,0.713,0.7264,0.77965
0.9686783333333333,0.94943,0.76709,0.65195,0.58925,0.633,0.6407,0.6586,0.6773,0.72715,0.707,0.7149,0.76285
0.97279,0.95283,0.789585,0.67335,0.60055,0.65315,0.689,0.69165,0.71465,0.7249,0.719,0.7356,0.777
0.969785,0.95066,0.77149,0.65765,0.58295,0.6491,0.6555,0.67175,0.6924,0.7224,0.70195,0.6902,0.76025
0.9693766666666667,0.95,0.74164,0.62885,0.5601,0.6186,0.61995,0.6396,0.65115,0.6876,0.6748,0.65785,0.72775
0.9722933333333333,0.95277,0.76894,0.6546,0.6066,0.64115,0.6585,0.69895,0.6903,0.70545,0.70725,0.7034,0.73925
0.97134,0.95179,0.805235,0.69395,0.62325,0.66595,0.6966,0.72045,0.72935,0.7474,0.7399,0.73545,0.785
0.971975,0.951865,0.750915,0.6531,0.5947,0.63805,0.63455,0.67005,0.67235,0.69875,0.6817,0.6772,0.7354
0.9730816666666666,0.95319,0.776755,0.6675,0.61525,0.63525,0.6688,0.69215,0.70765,0.7232,0.70155,0.72295,0.75955
0.9730683333333333,0.95342,0.784835,0.6891,0.62705,0.6426,0.67335,0.69875,0.71905,0.7117,0.72755,0.72745,0.7704
0.9739583333333334,0.953975,0.77773,0.6628,0.6208,0.6633,0.65685,0.7018,0.7074,0.72545,0.71575,0.7135,0.74155
0.972265,0.95258,0.77937,0.66925,0.6084,0.656,0.6659,0.70085,0.7116,0.7304,0.7191,0.7221,0.75015
0.97103,0.951185,0.800075,0.6935,0.6444,0.6717,0.68375,0.7148,0.7389,0.74965,0.757,0.75415,0.77995
0.974545,0.95441,0.764385,0.6595,0.60005,0.6362,0.6496,0.6968,0.68495,0.6959,0.6958,0.70405,0.7399
0.97114,0.951175,0.750125,0.6428,0.5781,0.6225,0.6348,0.66925,0.671,0.6947,0.6965,0.6956,0.7233
0.9733583333333333,0.95359,0.77168,0.6524,0.5966,0.6394,0.66765,0.6962,0.68625,0.71595,0.7002,0.6903,0.7364
0.9721366666666666,0.951815,0.787545,0.6738,0.61035,0.6417,0.6785,0.73015,0.7123,0.7273,0.71595,0.72375,0.7602
0.9740033333333333,0.953705,0.76715,0.66105,0.6071,0.64415,0.65025,0.7111,0.70645,0.70735,0.70325,0.71705,0.7333
0.972825,0.953425,0.763665,0.6451,0.58735,0.6354,0.64715,0.6915,0.67455,0.70015,0.6802,0.6929,0.72065
0.9688083333333334,0.949,0.744295,0.61145,0.5805,0.61225,0.62365,0.6863,0.6664,0.6755,0.66655,0.66555,0.7095
0.9735983333333333,0.95304,0.765535,0.6348,0.5982,0.62375,0.64605,0.6947,0.6964,0.7074,0.68635,0.7005,0.732
0.97319,0.95327,0.779375,0.65715,0.61645,0.6396,0.66355,0.7106,0.7082,0.7449,0.7199,0.7245,0.75025
0.9738783333333333,0.953575,0.74906,0.63295,0.5891,0.6263,0.64525,0.666,0.6876,0.70255,0.6829,0.6746,0.70105
0.9721033333333333,0.95208,0.760825,0.63625,0.58345,0.61215,0.6274,0.668,0.6638,0.71485,0.6781,0.70065,0.71715
0.9724583333333333,0.952525,0.775345,0.64855,0.59295,0.6594,0.65045,0.6979,0.7134,0.7352,0.7038,0.70485,0.74205
0.97503,0.954805,0.77196,0.6576,0.6066,0.64335,0.64895,0.69645,0.6941,0.73515,0.7042,0.6879,0.72655
0.9711116666666667,0.950385,0.7508,0.60595,0.59305,0.625,0.6257,0.6563,0.67085,0.7112,0.6778,0.68375,0.7223
0.9706466666666667,0.95098,0.75501,0.62095,0.5802,0.63825,0.6288,0.66865,0.66785,0.70705,0.6791,0.6673,0.7354
0.9709066666666667,0.951325,0.766415,0.6403,0.60025,0.6353,0.6445,0.70095,0.7034,0.7203,0.7047,0.69475,0.74215
0.9681483333333334,0.948795,0.74857,0.61765,0.5766,0.61455,0.6235,0.6512,0.669,0.70185,0.68575,0.69265,0.7131
0.9703466666666667,0.95103,0.75197,0.60835,0.589,0.6177,0.6279,0.65215,0.66805,0.72025,0.68255,0.67725,0.7245
0.9715633333333333,0.95253,0.762505,0.63135,0.59475,0.6428,0.6334,0.66375,0.66015,0.70865,0.68005,0.6944,0.71915
0.9713133333333334,0.95186,0.7499,0.62615,0.5885,0.6372,0.6347,0.65505,0.65155,0.693,0.66835,0.67455,0.7167
0.970795,0.95037,0.75685,0.6313,0.5953,0.61595,0.6297,0.6762,0.6726,0.7055,0.7092,0.69515,0.73845
0.968935,0.949305,0.74082,0.58735,0.5792,0.59735,0.6118,0.6402,0.65545,0.69775,0.6944,0.6665,0.6889
0.9678516666666667,0.94823,0.744185,0.60085,0.5676,0.60965,0.6095,0.65635,0.65195,0.6822,0.68285,0.6764,0.7156
0.97093,0.951365,0.76649,0.6409,0.60645,0.6356,0.64635,0.67945,0.70235,0.7198,0.67805,0.69875,0.73275
0.9658883333333333,0.94721,0.723885,0.5733,0.5532,0.5754,0.6073,0.6198,0.6274,0.65815,0.65805,0.6548,0.68505
0.972195,0.95214,0.755105,0.6385,0.6,0.6234,0.63505,0.66325,0.66405,0.69675,0.68965,0.711,0.70755
0.9680416666666667,0.94878,0.75003,0.6156,0.5777,0.6259,0.6391,0.67475,0.65505,0.6963,0.6739,0.7058,0.7101
0.971045,0.95074,0.76473,0.63115,0.60255,0.63075,0.64245,0.69565,0.68895,0.691,0.703,0.7185,0.72345
0.97306,0.953315,0.775815,0.66605,0.5972,0.644,0.64355,0.6943,0.69535,0.72305,0.70175,0.73825,0.72795
0.9677716666666667,0.948645,0.740145,0.59175,0.564,0.5925,0.60695,0.63155,0.6439,0.686,0.66595,0.6589,0.7099
0.9706566666666666,0.950575,0.741545,0.59665,0.5507,0.59695,0.6076,0.63115,0.64095,0.6928,0.66005,0.67835,0.69475
0.9710966666666667,0.95114,0.74343,0.60995,0.57225,0.61985,0.6382,0.67535,0.661,0.70895,0.6937,0.68755,0.7068
0.967545,0.948155,0.72387,0.58995,0.56225,0.5865,0.609,0.6298,0.63775,0.6891,0.6588,0.67145,0.6896
0.9635016666666667,0.944695,0.722285,0.5575,0.5572,0.5774,0.6076,0.64595,0.61765,0.6675,0.6523,0.64675,0.68305
0.9663166666666667,0.947285,0.724985,0.58305,0.5705,0.60865,0.618,0.6401,0.6333,0.68035,0.66425,0.67535,0.6838
0.9681633333333334,0.948725,0.750375,0.6186,0.54895,0.6079,0.64445,0.641,0.6342,0.69495,0.69785,0.6853,0.70445
0.96614,0.947715,0.74704,0.60685,0.5849,0.62475,0.6385,0.6576,0.65,0.69745,0.703,0.67925,0.7127
0.969695,0.95028,0.75631,0.61845,0.57255,0.62405,0.6289,0.67675,0.629,0.696,0.7084,0.6943,0.729
0.95902,0.940775,0.7146,0.5432,0.52785,0.56495,0.5932,0.6355,0.60505,0.6665,0.6309,0.62345,0.67575
0.9664133333333333,0.94704,0.72559,0.57155,0.5544,0.5957,0.61485,0.6382,0.6353,0.6706,0.67925,0.6498,0.6847
0.96415,0.94529,0.72203,0.58555,0.5464,0.57425,0.5872,0.64445,0.6268,0.65455,0.67305,0.64715,0.68665
